stop_id,"stop_name","stop_desc",stop_lat,stop_lon
18848,"Clínicas","",-23.554022,-46.671108
18849,"Vila Madalena","",-23.546498,-46.691141
18850,"Consolação","",-23.558094,-46.660205
18851,"Conceição","",-23.635039,-46.641239
18852,"Jabaquara","",-23.646033,-46.641028
18853,"São Judas","",-23.625882,-46.640936
18854,"Saúde","",-23.618245,-46.639139
18855,"Praça Da Árvore","",-23.610583,-46.637918
18856,"Santa Cruz","",-23.598541,-46.636638
18857,"Vila Mariana","",-23.589359,-46.634677
18858,"Brigadeiro","",-23.567615,-46.649027
18859,"Trianon-masp","",-23.563570,-46.653893
18860,"Ana Rosa","",-23.581203,-46.638489
18861,"Paraíso","",-23.575400,-46.640700
18862,"Vergueiro","",-23.568521,-46.639904
18863,"São Joaquim","",-23.561435,-46.638534
18864,"Marechal Deodoro","",-23.533163,-46.657264
18865,"Santa Cecília","",-23.538095,-46.649009
18866,"República","",-23.544215,-46.642461
18867,"Anhangabaú","",-23.547800,-46.639200
18868,"Liberdade","",-23.555211,-46.635581
18869,"Sé","",-23.550500,-46.633305
18870,"São Bento","",-23.544100,-46.634200
18871,"Pedro II","",-23.549742,-46.626281
18872,"Luz","",-23.536600,-46.634300
18873,"Tiradentes","",-23.531324,-46.632672
18874,"Armênia","",-23.525400,-46.629200
18875,"Bresser-mooca","",-23.546398,-46.607246
18876,"Belém","",-23.542922,-46.589676
18877,"Portuguesa-tietê","",-23.516240,-46.625149
18878,"Carandiru","",-23.508727,-46.624897
18879,"Santana","",-23.502716,-46.624716
18880,"Jardim São Paulo-ayrton Senna","",-23.492734,-46.617354
18881,"Parada Inglesa","",-23.487111,-46.608877
18882,"Tucuruvi","",-23.480049,-46.603209
18883,"Carrão","",-23.537840,-46.564393
18884,"Penha","",-23.533594,-46.542944
18885,"Vila Matilde","",-23.531901,-46.530904
18886,"Guilhermina Esperança","",-23.529319,-46.516673
18887,"Patriarca","",-23.531079,-46.501715
18888,"Artur Alvim","",-23.540068,-46.484833
18889,"Eng. Goulart","",-23.498281,-46.520092
18890,"Corinthians-itaquera","",-23.542411,-46.471964
18891,"Comendador Ermelino","",-23.485166,-46.482828
18892,"Dom Bosco","",-23.541714,-46.447993
18893,"José Bonifácio","",-23.539120,-46.431683
18894,"Antônio Gianetti Neto","",-23.554322,-46.383668
18895,"Guaianases","",-23.542298,-46.415633
18897,"Itaim Paulista","",-23.493989,-46.402304
18898,"Ferraz De Vasconcelos","",-23.540688,-46.368207
18899,"Poá","",-23.525211,-46.343250
18900,"Eng Manoel Feio","",-23.478636,-46.364469
18901,"Calmon Viana","",-23.525497,-46.332803
18902,"Suzano","",-23.533521,-46.309229
18906,"Santo Amaro","",-23.655909,-46.719702
18907,"Jurubatuba","",-23.677465,-46.702213
18908,"Socorro","",-23.663430,-46.710970
18909,"Granja Julieta","",-23.627599,-46.712111
18910,"Morumbi","",-23.621519,-46.701657
18911,"Berrini","",-23.604669,-46.696825
18912,"Vila Olímpia","",-23.593185,-46.692871
18913,"Cidade Jardim","",-23.585337,-46.691293
18914,"Amador Bueno","",-23.530700,-46.983928
18916,"Piqueri","",-23.504206,-46.714999
18917,"Lapa (linha 7)","",-23.517538,-46.703952
18918,"Lapa (linha 8)","",-23.519585,-46.700124
18919,"Água Branca","",-23.521231,-46.689237
18920,"Palmeiras - Barra Funda","",-23.525317,-46.666547
18921,"Perus","",-23.404054,-46.754465
18922,"Jaraguá","",-23.455502,-46.738483
18923,"Vila Clarice","",-23.470038,-46.744207
18924,"Caieiras","",-23.367176,-46.752822
18925,"Franco Da Rocha","",-23.332181,-46.727614
18926,"Baltazar Fidélis","",-23.310582,-46.722853
18927,"Tamanduateí","",-23.592982,-46.589343
18928,"São Caetano","",-23.610281,-46.570330
18929,"Utinga","",-23.626196,-46.543623
18930,"Prefeito Saladino","",-23.638762,-46.536860
18931,"Ribeirão Pires","",-23.713586,-46.414805
18932,"Rio Grande Da Serra","",-23.742981,-46.392026
18934,"Capuava","",-23.658510,-46.490542
18935,"Mauá","",-23.668016,-46.461769
18936,"Prefeito Celso Daniel - Santo André","",-23.652472,-46.528568
18937,"Guapituba","",-23.691321,-46.449263
18939,"Júlio Prestes","",-23.532964,-46.640763
18940,"Luz","",-23.535103,-46.635436
18941,"Moóca","",-23.557799,-46.608419
18942,"Ipiranga","",-23.582356,-46.596660
18944,"Tatuapé","",-23.540300,-46.576700
18946,"Santa Rita","",-23.545115,-46.947651
18947,"Itapevi","",-23.545728,-46.935416
18948,"Engenheiro Cardoso","",-23.535245,-46.928291
18949,"Sagrado Coração","",-23.529080,-46.917280
18950,"Jandira","",-23.527721,-46.902507
18951,"Jardim Silveira","",-23.523568,-46.893491
18952,"Jardim Belval","",-23.514306,-46.889290
18953,"Barueri","",-23.512644,-46.875113
18954,"Antônio João","",-23.516859,-46.858801
18955,"Santa Terezinha","",-23.516347,-46.848070
18956,"Carapicuíba","",-23.518744,-46.835417
18957,"General Miguel Costa","",-23.523639,-46.815998
18958,"Quitaúna","",-23.522871,-46.807085
18959,"Comandante Sampaio","",-23.525990,-46.796059
18960,"Osasco","",-23.527834,-46.776007
18961,"Presidente Altino","",-23.530423,-46.760577
18962,"Ceasa","",-23.538372,-46.741543
18963,"Villa Lobos- Jaguaré","",-23.546718,-46.732079
18964,"Imperatriz Leopoldina","",-23.523749,-46.737662
18965,"Pirituba","",-23.488464,-46.726058
18966,"Pinheiros","",-23.566631,-46.703082
18967,"Cidade Universitária","",-23.557570,-46.712434
18968,"Hebraica - Rebouças","",-23.573822,-46.698634
18969,"Domingos De Moraes","",-23.518787,-46.721665
18971,"Francisco Morato","",-23.284893,-46.742046
18972,"Botujuru","",-23.235410,-46.767932
18973,"Campo Limpo Paulista","",-23.207264,-46.784873
18974,"Várzea Paulista","",-23.208824,-46.829012
18975,"Jundiai","",-23.195643,-46.871900
18976,"Itaquaquecetuba","",-23.485770,-46.348456
18978,"Jundiapeba","",-23.542687,-46.256308
18979,"Brás Cubas","",-23.536255,-46.225325
18980,"Mogi Das Cruzes","",-23.521185,-46.197135
18981,"Estudantes","",-23.515696,-46.184930
18984,"Ana Rosa","",-23.581388,-46.638455
18985,"Palmeiras - Barra Funda","",-23.525592,-46.666651
18986,"Palmeiras - Barra Funda","",-23.525703,-46.666803
18987,"Brás","",-23.545461,-46.616228
18989,"Paraíso","",-23.575300,-46.640800
19000,"Sé","",-23.550611,-46.633505
19040,"Largo Treze","",-23.654465,-46.710305
19041,"Santo Amaro","",-23.655575,-46.721095
19042,"Giovanni Gronchi","",-23.643975,-46.734112
19043,"Vila Das Belezas","",-23.640331,-46.745882
19044,"Campo Limpo","",-23.648987,-46.758878
19045,"Capão Redondo","",-23.659955,-46.768691
19070,"Via Transversal Sul","",-23.580717,-46.794016
19071,"Av. Dos Ourives, 780","",-23.655442,-46.607946
19072,"Av. Dos Ourives, 780","",-23.655265,-46.607882
19073,"Rod. Arão Sahm, 25020","Ref.: Av. Rubi",-23.373502,-46.575335
104763,"Av. Luca, 455","Ref.: R Paulina / R Maria Afonso",-23.569481,-46.559044
105268,"R. Montezina, 226","Ref.: Pça. Adolfo Cavalcanti // R Tiuba",-23.574844,-46.569858
105368,"R. Do Orfanato, 1795","Ref.: Rua Sanches De Aguiar",-23.573757,-46.570172
105388,"Av. Sapopemba, 1985","Ref.: Marmoraria",-23.572199,-46.569076
105424,"R. Farol Paulistano, 86","Ref.: Rua Corumbaiba",-23.571971,-46.577453
105431,"R. Pirassununga, 815","Ref.: Rua Porto Alegre",-23.563638,-46.578721
105432,"R. Pirassununga, 1110","Ref.: Rua Ourinhos",-23.566062,-46.580119
109574,"R. Fernando Falcão, 25","Ref.: R Siqueira Bueno",-23.554218,-46.583823
109576,"R. Tié, 84","Ref.: R Majbasilio",-23.556910,-46.581024
109594,"R. Diogo Lopes, 67","Ref.: Rua Jaboticabal",-23.562100,-46.576811
109595,"R. Pirassununga, 826","Ref.: Rua Ibirá",-23.563852,-46.578953
109731,"Pça. Tristão Da Cunha, 86","Ref.: Rua Dr. José Higino",-23.568991,-46.578059
109733,"Av. Salim Farah Maluf, 3200","Ref.: Av. Alvaro Ramos",-23.557134,-46.577830
109738,"R. Campo Largo, 475","Ref.: Rua Ibitinga",-23.567385,-46.581100
109739,"R. Dr. José Higino, 78","Ref.: Rua Danilo Martins Pereira",-23.568491,-46.581779
109740,"R. Lituânia, 330","Ref.: Rua Fernando Falcão",-23.563491,-46.588985
109741,"R. Lituânia, 613","Ref.: R. Rui Martins",-23.564467,-46.586589
109749,"R. Barretos, 581","",-23.565979,-46.585566
109751,"R. Corumbaíba, 728","Ref.: Rua Farol Paulistano",-23.571378,-46.576358
109754,"Av. Luca, 861","Ref.: Paroq. Sto. Antonio De Pádua- R. Nsa Sra. Dos Anjo",-23.569279,-46.557136
109759,"R. Pirassununga, 1313","Ref.: Av. Dr. José Higino",-23.567859,-46.580223
109761,"R. Pirajá, 347","Ref.: Praça Sem Nome X Rua Manoel Galvão",-23.562059,-46.575916
109762,"R. Corumbaíba, 238","Ref.: Rua Jaboticabal",-23.569985,-46.576826
109773,"R. Siqueira Bueno, 1916","Ref.: Rua Itaqueri / Rua Fernando Falcão",-23.552927,-46.585032
109775,"R. Sebastião Barbosa, 37","Ref.: R. Bento Manuel / Pça. Joana Lombello Malavazi",-23.552870,-46.574698
109776,"Pça. Ituzaingo, 10","Ref.: R. Demétrio Ribeiro",-23.552760,-46.572316
109777,"R. Pirassununga, 1071","Ref.: Rua Ourinhos",-23.565928,-46.580013
109778,"Av. Salim Farah Maluf, 3117","Ref.: Rua Água Rasa",-23.556718,-46.577175
109784,"R. Lituânia, 566","Ref.: Rua Rui Martins",-23.564386,-46.587162
210999,"R. Livi, 473","Ref.: R Bernarda Luiz",-23.547121,-46.700656
211000,"R. Livi, 346","Ref.: R Bernarda Luiz",-23.545968,-46.700768
211121,"R. Pio Xi, 1480","Ref.: Rua São Domingos Savio",-23.536022,-46.714262
211122,"R. S. Domingos Savio, 160","Ref.: R Pio Xi",-23.536739,-46.713576
211147,"Av. Arruda Botelho, 255","Ref.: R Bennet",-23.550196,-46.717396
211148,"Av. Arruda Botelho, 595","Ref.: Rua Silva Prado",-23.552927,-46.718840
211157,"R. Da. Elisa Moraes Mendes, 1199","Ref.: R Antonio De Gouveia Giudice",-23.551962,-46.707761
211191,"Av. S. Gualter, 1850","Ref.: R Alberto Faria",-23.551015,-46.709414
211193,"R. Da. Elisa Moraes Mendes, 1280","Ref.: Pc Panamericana",-23.552654,-46.708362
211227,"Av. Pe. Pereira De Andrade, 100","Ref.: R Baicuri",-23.538171,-46.719704
211241,"Av. Dra. Ruth Cardoso, 4797","Av. Dra. Ruth Cardoso, 4797 Ref.: Shopping Villa Lobos",-23.551839,-46.722569
211256,"R. Dr. Alberto Seabra, 402","",-23.547587,-46.708644
211262,"R. Dr. Alberto Seabra, 1175","Ref.: R. Aecri / R. Atimba",-23.541231,-46.705945
211269,"Av. Pedroso De Moraes, 2538","Ref.: Rua Banibas",-23.555119,-46.705697
211270,"Av. Arruda Botelho, 262","Ref.: Rua Walter Belan",-23.550300,-46.717890
211273,"R. Nazareth Paulista, 320","Ref.: Rua Raul Adalberto De Campos",-23.545726,-46.699380
211274,"R. Nazareth Paulista, 223","Ref.: Rua Livi",-23.545600,-46.700349
211275,"Av. Prof. Fonseca Rodrigues, 689","Ref.: Rua Orobó",-23.549045,-46.714419
211276,"R. Das Tabocas, 170","Ref.: R. Leão Coroado / R. Pascoal Vita",-23.550991,-46.697813
211278,"R. Pio Xi, 1998","Ref.: Rua Dom Leopoldo",-23.539976,-46.713706
301075,"Estr. Cel. José Gladiador, 400","Ref.: Rua Eduardo Grusius",-23.442484,-46.796363
301087,"Av. Felippo Sturba, 685","Ref.: Rua Vicente José Dos Santos",-23.440339,-46.790203
301567,"R. Diego Velasquez, 194","Ref.: Av Pierre Renoir / R Elisa Dina",-23.431892,-46.789126
301573,"R. Nestor Gomes, 105","Ref.: Rua Panciano Barbosa",-23.431512,-46.793126
301578,"R. Alberto Alvarez, 189","Ref.: Rua Alberto Gentili",-23.430024,-46.794481
301646,"R. Itabira Do Mato, 53","Ref.: Rua Lagoa Do Morro",-23.446529,-46.803318
301671,"Av. Da Solidariedade, 23","Ref.: R. Jose Adão / R. Fortaleza",-23.437180,-46.805737
301672,"Av. Da Solidariedade, 111","Ref.: R. Movimento Dos Canudos",-23.439230,-46.807039
301674,"Estr. Cel. José Gladiador","Ref.: R. Eduardo Grusius",-23.442419,-46.796187
301678,"Av. Felippo Sturba, 112","",-23.439060,-46.789962
301679,"Av. Felippo Sturba, 390","",-23.440333,-46.790333
301680,"Av. Felippo Sturba, 866","",-23.443893,-46.791584
301681,"Av. Felippo Sturba, 790","",-23.445365,-46.791993
301682,"Av. Felippo Sturba, 1000","",-23.449411,-46.793787
301683,"Av. Felippo Sturba, 1317","",-23.449543,-46.793771
301684,"Av. Felippo Sturba","",-23.447396,-46.792568
301686,"R. Francisco Bellazi, 289","",-23.450869,-46.790710
301687,"R. Francisco Bellazi, 521","",-23.452273,-46.792456
301691,"R. Mário Palmerio, 193","",-23.438792,-46.791306
301692,"R. Tancredo Neves, 46","",-23.437343,-46.803430
301693,"Estr. De Pirapora, 850","Ref.: Fabrica De Blocos No 830",-23.431340,-46.800551
301697,"R. Dalva De Oliveira, 70","Ref.: Rua Do Espanhol",-23.438349,-46.802298
301698,"R. Preste, 12","",-23.436158,-46.804023
301699,"R. Tancredo Neves, 46","Ref.: Rua Dalva De Oliveira",-23.437337,-46.803267
301700,"R. Elis Regina, 170","Ref.: Rua Tancredo Neves",-23.437630,-46.804526
301701,"R. Preste, 2","Ref.: Estr De Pirapora",-23.436138,-46.804151
301702,"R. Recife, 51","Ref.: Rua Minas Gerais / Rua Bahia",-23.435635,-46.809855
301709,"Rod. Anhanguera (pista Local)","Ref.: Rua Nsa. Sra. Do Libano",-23.442306,-46.786212
301711,"R. Albert Jansen","",-23.445730,-46.789183
301712,"R. Alexandre Caturla, 4","",-23.443804,-46.786332
301713,"R. Alexandre Caturla, 161","",-23.443950,-46.786456
301714,"Estr. De Pirapora","Ref.: Av.da Solidariedade",-23.436426,-46.805789
301715,"Estr. De Pirapora, 93","Ref.: R. Iara / Av.da Solidariedade",-23.436525,-46.805893
301716,"Estr. De Pirapora, 241","",-23.437681,-46.808417
301717,"Estr. De Pirapora","Ref.: R. Dos Vitoriosos",-23.435614,-46.802456
301718,"R. Recife","Ref.: R. Recife / R. Paraná",-23.436694,-46.810744
301720,"Estr. De Pirapora","Ref.: R. Dos Vitoriosos - Centro/bairro",-23.435370,-46.802816
301721,"R. Osorio Alves De Castro, 17","Ref.: R.francisco Bellazi",-23.448770,-46.788268
301724,"R. Delsuc Alves De Magalhães, 538","Ref.: Estr. Cel. José Gladiador",-23.435469,-46.791522
301729,"Terminal Jardim Britânia","Term. Jardim Britânia Ref.: Av. Pierre Renoir",-23.432142,-46.787093
301730,"Estr. Cel. José Gladiador, 262","Ref.: R. Delsuc Alves De Magalhães",-23.435386,-46.791885
301731,"Rod. Anhanguera (pista Local)","Ref.: Cemitério Do Jaraguá",-23.442393,-46.786298
301732,"Estr. De Ligação, 2375","Ref.: Rodoanel Mário Covas",-23.438879,-46.765932
301733,"Estr. De Ligação, 2375","Ref.: Rodoanel Mário Covas",-23.438793,-46.765945
301735,"Av. Euclides Da Cunha, 54","Ref.: Rua Assis Brasil (oposto)",-23.432610,-46.781497
301736,"R. Denis Brean (p. Morro Doce-anh), 252","",-23.451236,-46.794341
301737,"R. Denis Brean (p. Morro Doce-anh), 252","Ref.: Av. Felippo Sturba",-23.451222,-46.794275
301738,"R. George Dantu","Ref.: Avenida Anhanguera Km. 27,7",-23.413595,-46.808203
301739,"R. George Dantu","Ref.: R. Aloisio Magalhães",-23.413548,-46.808068
301740,"R. Enéas De Camargo","Ref.: Ruas Particulares 23 E 24",-23.415927,-46.807252
301741,"R. Aloisio Magalhães","Ref.: Rua Particular Trinta E Quatro",-23.416854,-46.809004
301743,"R. George Dantu, 250","Ref.: R. Aloisio Magalhães / R. Leonel Martiniano",-23.415388,-46.810043
301745,"R. Enéas De Camargo, 453","Ref.: Rua Aloísio Magalhães - Ao Lado -''''alemolde''''",-23.418517,-46.805343
301746,"Rod. Anhanguera","Ref.: Passarela Roberto Eduardo Estevão",-23.414728,-46.805338
301747,"Rod. Anhanguera","Ref.: Acesso Ao Bairro De Polvilho",-23.410614,-46.818406
301749,"Rod. Anhanguera","Ref.: Antes Da Estrada De Perus",-23.422023,-46.792222
301751,"R. Leopoldo De Passos Lima, 182","Ref.: R. Abílio Peixoto",-23.430417,-46.788970
301752,"R. Dr. Nilo Cairo","Ref.: Oposto À Rua Mar Do Norte",-23.411971,-46.813997
301753,"R. Dr. Nilo Cairo","Ref.: Rua Rangel Bandeira",-23.412931,-46.812515
301754,"R. Dr. Nilo Cairo","Ref.: Rua Rangel Bandeira",-23.412863,-46.812419
301755,"R. Leonel Martiniano, 246","Ref.: Rua Dr. Nilo Cairo",-23.414108,-46.811952
301756,"R. Leonel Martiniano, 250","Ref.: Rua Dr. Nilo Cairo",-23.414004,-46.812114
301758,"R. Albert Jansen","",-23.448385,-46.789081
301759,"R. Albert Jansen","Ref.: Rua Bernardino Bertolotti",-23.448420,-46.789309
301760,"R. Leopoldo De Passos Lima, 182","Ref.: Pça. Paulo Maurício",-23.430304,-46.788987
301761,"Estr. De Perus, 1100","Ref.: Estrada Do Adubo",-23.415978,-46.780547
301763,"R. Delsuc Alves De Magalhães, 265","",-23.435689,-46.788772
301764,"R. Delsuc Alves De Magalhães, 194","Ref.: R. Diego Velasquez",-23.435427,-46.788460
301765,"R. Francisco Bellazi, 109","Ref.: R. Giovani Paladino",-23.449748,-46.789073
301766,"R. Francisco Bellazi, 92","Ref.: R. Giovani Paladino",-23.449550,-46.788840
301767,"R. Mário Palmerio, 186","Ref.: R. Florêncio Carpi",-23.438799,-46.791078
301768,"Av. Da Solidariedade, 24","Ref.: R.josé Adão",-23.437188,-46.805763
301771,"R. Lagoa Do Morro","R. Lagoa Do Morro Ref.: Rua Pedra De Bendengo",-23.444382,-46.799485
301772,"R. Recife, 73","Ref.: Rua Potiguara",-23.434516,-46.809742
301773,"R. Osorio Alves De Castro, 22","Ref.: R. Francisco Bellazi",-23.449117,-46.788154
301774,"Estr. Cel. José Gladiador, 551","Ref.: R Florencio Carpi/ R Sem Nome",-23.437657,-46.793129
301775,"Estr. Cel. José Gladiador, 769","",-23.438884,-46.794324
301776,"Estr. Cel. José Gladiador, 805","",-23.439220,-46.794707
301777,"Av. Tte. Marquês","",-23.409145,-46.823674
301778,"Av. Tte. Marquês","Ref.: Rodovia Anhanguera",-23.408975,-46.822640
301779,"R. Recife, 28","Ref.: R. Paraná",-23.436418,-46.810531
301780,"R. Dalva De Oliveira, 75","Ref.: R. Do Espanhol",-23.438467,-46.802185
301783,"R. Dos Vitoriosos, 1","Ref.: Rua Minas Gerais",-23.436355,-46.802648
301784,"R. Minas Gerais, 12","Ref.: Rua Dos Vitoriosos",-23.436346,-46.802331
301785,"Terminal Jardim Britânia","Term. Jardim Britânia Ref.: Av. Pierre Renoir",-23.431538,-46.787191
301788,"Terminal Jardim Britânia","",-23.431644,-46.787175
301789,"Terminal Jardim Britânia","",-23.431805,-46.787148
301790,"Terminal Jardim Britânia","",-23.431924,-46.787131
301791,"Estr. De Pirapora, 1000","Ref.: Rua Águia-cinzenta",-23.434096,-46.800786
301792,"Estr. De Pirapora, 1000","Ref.: Oposto À Rua Águia-cinzenta",-23.434406,-46.801068
301793,"R. D. Agnelo Rossi, 90","Ref.: R Alberto Callix / Est Cel. Jose Gladiador",-23.439232,-46.793185
404584,"Av. Mons. Antônio De Castro, 676","Ref.: R Forte Do Carvalho",-23.571981,-46.523664
404590,"Av. Cipriano Rodrigues, 27","Ref.: R. Diomar Ackel",-23.576219,-46.527823
404592,"Av. Cipriano Rodrigues, 908","Ref.: R Aurora Das Dores",-23.577026,-46.525923
404595,"Av. Cipriano Rodrigues, 1160","Ref.: R Manoel Moreira Lopes",-23.576888,-46.523800
404596,"Av. Cipriano Rodrigues, 67","Ref.: Praça Padre Nelson José Nigrist",-23.576676,-46.521971
404597,"Av. Cipriano Rodrigues, 133","Ref.: Rua Floriza",-23.576299,-46.521375
404598,"Av. Dos Nacionalistas, 347","Ref.: R Manoel Luiz De Vergueiro",-23.576619,-46.517060
404599,"Av. Dos Nacionalistas, 386","Ref.: Av Inconfidencia Mineira",-23.576674,-46.516937
404602,"Av. Dos Nacionalistas, 459","Ref.: Av Inconfidencia Mineira",-23.577057,-46.515625
404636,"Av. Rio Das Pedras, 2451","Ref.: Av Latinos",-23.574454,-46.504856
404643,"Av. Dos Nacionalistas, 640","Ref.: R Ricardo Gumbleton Daunt",-23.577613,-46.514679
404724,"Av. Pst. Cicero Canuto De Lima, 762","Ref.: R Miguel Da Gama",-23.580063,-46.504954
404729,"Av. Pst. Cicero Canuto De Lima, 249","Ref.: R Aparecida De São Manoel",-23.579897,-46.510115
404732,"Av. Pst. Cicero Canuto De Lima, 285","Ref.: Pça. Eulálio De Carvalho",-23.580064,-46.509688
404733,"Av. Pst. Cicero Canuto De Lima, 10","Ref.: Rluciara",-23.579372,-46.512368
404734,"Av. Dos Nacionalistas, 920","Ref.: R Bonifacio Gomes Siqueira",-23.579305,-46.512646
404735,"R. Dos Fonsecas, 171","Ref.: Rua Bugio Vermelho / Rua Padre Cicero Canuto De Lima",-23.579529,-46.507970
408848,"Av. Aricanduva, 4630","Ref.: R Haroldo Piccina",-23.560734,-46.512483
408989,"Av. João XxIII, 1386","Ref.: Av Monsenhor Antonio Castro",-23.569976,-46.528901
408991,"R. Tuma Maluly, 85","Ref.: R Olivia Trindade",-23.585337,-46.510767
408997,"Av. Pst. Cicero Canuto De Lima, 489","Ref.: Igreja Universal",-23.579998,-46.507414
409027,"R. Tuma Maluly, 87","Ref.: Av. Barreira Grande",-23.588897,-46.509992
409048,"Parada 2","Av. Aricanduva, 5200 Ref.: Av. Principal",-23.565542,-46.507817
409050,"Av. Inconfidência Mineira, 1997","",-23.570684,-46.509236
409051,"Av. Francisco José Rezende, 138","",-23.567969,-46.507183
409052,"Av. Odilon Pires, 235","",-23.565666,-46.509179
409054,"R. João Galli, 45","",-23.583640,-46.525041
409058,"R. Nello Selmi Dei, 44","Ref.: Praça Eulálio De Carvalho",-23.580389,-46.509825
409059,"Av. Rio Das Pedras, 1458","Ref.: Rua Odilon Pires",-23.567647,-46.510366
409060,"R. Manuel Figueiredo, 36","Ref.: Rua Correia Lacerda",-23.573403,-46.523575
409061,"Av. Mons. Antônio De Castro, 685","Ref.: Rua Forte Do Calvário/ Rua Correia De Lacerda",-23.571969,-46.523548
409063,"R. Amélia Vanso Magnoli, 120","Ref.: Av Barreira Grande/ R Frederico Quércia",-23.588049,-46.508926
409065,"R. Ailton Negrão Fazzio, 124","",-23.578603,-46.523300
409066,"Av. Itaquera, 89","Ref.: Rua Cururipi",-23.558077,-46.521137
409067,"R. Pedro Rabelo, 209","Ref.: Rua D'avila Rebouças",-23.582085,-46.506931
409068,"R. Nsa. Sra. Das Dores, 637","Ref.: Av. João XxII / Av. Homero Batista",-23.571481,-46.531997
409069,"R. Nsa. Sra. Das Dores, 630","Ref.: Av. João XxIII",-23.571516,-46.532002
409070,"R. Amélia Vanso Magnoli, 310","Ref.: Rua Eduardo Palmério",-23.585432,-46.507579
409071,"R. Rufino Fernandes Inivarri, 69","Ref.: Rua José De Sarabia",-23.587573,-46.506418
409075,"Av. Rio Das Pedras, 1016","Ref.: Rua Forte De Sãopedro",-23.564311,-46.513929
409076,"R. Manuel Figueiredo, 344","",-23.574506,-46.520772
409077,"R. Nello Selmi Dei, 32","Ref.: Praca Eulálio De Carvalho",-23.580750,-46.509740
409079,"R. Nello Selmi Dei, 20","Ref.: Praça Antonio Alves Villares Da Silva",-23.581594,-46.509708
508317,"R. Pe. Tomás De Vilanova, 229","Ref.: Praça Dilva Gomes Martins",-23.547110,-46.483431
508319,"R. Pe. Tomás De Vilanova, 229","Ref.: Rua Padre João Sales / Rua Padre Estevão De Oliveira",-23.547255,-46.483514
508327,"R. Pe. Jerônimo Machado, 61","Ref.: R Pe.jose Vieira De Matos",-23.543015,-46.481492
508334,"R. Dr. Campos Moura, 95","Ref.: Rua Peixoto Werneck",-23.540384,-46.485367
508354,"R. Saturnino De Souza, 525","Ref.: R Emb.osvaldo Tavares",-23.548236,-46.493769
508370,"R. Maciel Monteiro, 807","Ref.: Rjose Guedes/ R Hermes De Moura Borges",-23.542369,-46.492533
508379,"R. Maciel Monteiro, 151","Ref.: R Galileu Menon/ R Dr Luiz Aires",-23.537249,-46.490359
508684,"R. Sonho Gaúcho, 50","Ref.: Oposto A R Morro Do Descanso",-23.525840,-46.480781
508687,"R. Sonho Gaúcho, 502","Ref.: R Campo Das Pitangueiras / R Pierre Fermat",-23.524382,-46.476618
508709,"R. Sino Vitória, 45","R. Sino Vitória, 45 Ref.: R Pierre Jannsen",-23.529354,-46.479919
508938,"Av. Souza Bandeira, 200","Ref.: Av Prof. Edgar Dos Santos",-23.547967,-46.501790
508991,"Av. Eng. João Baptista Aranha, 135","Ref.: Rua Cleopatra",-23.550522,-46.493206
509010,"Av. Cânio Lettiere, 0","Ref.: Rua Carla Maria Steimberg/viaduto Itinguçu",-23.534727,-46.492775
509013,"R. Pe. Gabriel De Campos, 49","Ref.: Av. Waldemar Tiez",-23.549836,-46.487287
509014,"R. Pe. Gabriel De Campos, 71","Ref.: Oposto - Av. Waldemar Tiez",-23.549641,-46.487087
509015,"R. Juazeiro Do Norte, 313","",-23.529268,-46.487692
509017,"R. Iborepi, 111","Ref.: Pça. Aramã",-23.532782,-46.484453
509020,"R. Juazeiro Do Norte, 298","Ref.: R. Rio Tapacura",-23.529547,-46.487538
509021,"R. Juazeiro Do Norte, 610","Ref.: R. Antônio Bacaeri",-23.526775,-46.487821
509022,"Av. Águia De Haia, 1815","Ref.: Próximo A Rua Pitágoras",-23.530005,-46.474051
509023,"Av. Águia De Haia, 1637","Ref.: Rua Arquimedes / Rua Diofanto",-23.531595,-46.473721
509026,"Terminal Metrô Artur Alvim","Term. Metrô Artur Alvim Ref.: Plataforma A",-23.540692,-46.482933
509028,"R. Juciri, 130","Ref.: Próximo A Ubs E Rua Japani",-23.541320,-46.476053
509029,"R. S. Vitório, 25","",-23.544057,-46.495311
509030,"R. S. Vitório, 697","Ref.: Praça Dos Aposentados",-23.549165,-46.495993
509033,"R. Dr. Xavier De Oliveira, 246","Ref.: Rua Erasmo Mader",-23.549443,-46.495920
509035,"Av. Águia De Haia, 1255","",-23.534977,-46.473961
509036,"R. Des. Rocha Portela, 62","Ref.: Próximo A Avenida Antonio Estevão De Carvalho",-23.537400,-46.497012
509037,"R. Des. Rocha Portela, 386","",-23.538378,-46.493889
509038,"R. Henrique Jacobs, 374","Ref.: Rua Desembargador Rocha Portela",-23.538931,-46.491888
509039,"R. Henrique Jacobs, 802","Ref.: R. Dr. Urbano Pereira/ R. Pontal",-23.542449,-46.493517
509043,"Av. Calim Eid, 3200","Ref.: R Júlio Sayago/ R Carlos Maria Steimberg",-23.530940,-46.488255
509044,"Av. Calim Eid, 3672","Ref.: R João Peres/ R José Giordano",-23.536979,-46.484910
509045,"Av. José Pinheiro Borges, 3","Ref.: Rua Boipeva Nº 31",-23.541604,-46.481335
509046,"R. Igaroi, 42","",-23.531284,-46.487100
509050,"R. Pontal, 209","Ref.: Rua Dr. Urbano Pereira",-23.541476,-46.495076
509051,"R. Maciel Monteiro, 152","Ref.: Rua Dr Luiz Aires/ Av. Paraguassú Paulista",-23.537089,-46.490447
