"route_id","agency_id","route_short_name","route_long_name","route_type","route_color","route_text_color"
"1012-10","1","1012-10","Term. Jd. Britania - Jd. Monte Belo","3","509E2F","FFFFFF"
"1012-21","1","1012-21","Term. Jd. Britânia - Jd. Rosinha","3","509E2F","FFFFFF"
"1015-10","1","1015-10","Term. Jd. Britânia - Chác. Maria Trindade","3","509E2F","FFFFFF"
"1016-10","1","1016-10","Cem. Do Horto - Shop. Center Norte","3","002F6C","FFFFFF"
"1017-10","1","1017-10","Perus - Conexão Vl. Iório","3","509E2F","FFFFFF"
"1018-10","1","1018-10","Vl. Rosa - Metrô Santana","3","002F6C","FFFFFF"
"1019-10","1","1019-10","Sol Nascente - Term. Pirituba","3","509E2F","FFFFFF"
"1020-10","1","1020-10","Perus - Conexão Vl. Iório ","3","509E2F","FFFFFF"
"1021-10","1","1021-10","Cohab Brasilândia - Term. Pirituba","3","509E2F","FFFFFF"
"1023-10","1","1023-10","Vl. Pirituba - Cptm Pirituba","3","509E2F","FFFFFF"
"1024-10","1","1024-10","Jd. Carombé - Conexão Petrônio Portela","3","509E2F","FFFFFF"
"1025-10","1","1025-10","Jd. Carombé - Conexão Petrônio Portela","3","509E2F","FFFFFF"
"1026-10","1","1026-10","Vl. Iara - Conexão Petrônio Portela","3","509E2F","FFFFFF"
"1034-10","1","1034-10","Vl. Iara - Conexão Vl. Iório","3","509E2F","FFFFFF"
"1036-10","1","1036-10","Cohab Brasilândia - Conexão Vl. Iório","3","509E2F","FFFFFF"
"106A-10","1","106A-10","Metrô Santana - Itaim Bibi","3","002F6C","FFFFFF"
"107T-10","1","107T-10","Metrô Tucuruvi - Term. Pinheiros","3","002F6C","FFFFFF"
"1156-10","1","1156-10","Vl. Sabrina - Pça. Do Correio","3","002F6C","FFFFFF"
"1177-10","1","1177-10","Term. A. E. Carvalho - Luz","3","FFD100","000000"
"1177-31","1","1177-31","Term. A. E. Carvalho - Luz","3","FFD100","000000"
"1178-10","1","1178-10","São Miguel - Pça. Do Correio","3","FFD100","000000"
"1178-31","1","1178-31","São Miguel - Pça. Do Correio","3","FFD100","000000"
"1178-32","1","1178-32","Abel Tavares - Pça. Do Correio","3","FFD100","000000"
"1178-33","1","1178-33","Pça. Do Correio - São Miguel","3","FFD100","000000"
"1178-42","1","1178-42","Conj. Hab. Vl. Sílvia - Pça. Do Correio","3","FFD100","000000"
"118C-10","1","118C-10","Jd. Pery Alto - Term. Amaral Gurgel","3","002F6C","FFFFFF"
"118Y-10","1","118Y-10","Lauzane Paulista - Lapa","3","002F6C","FFFFFF"
"119C-10","1","119C-10","Pq. Edu Chaves - Term. Princ. Isabel","3","002F6C","FFFFFF"
"119L-10","1","119L-10","Vl. Sulina - Term. Lapa","3","509E2F","FFFFFF"
"1206-10","1","1206-10","Pq. Vl. Maria - Correio","3","002F6C","FFFFFF"
"121G-10","1","121G-10","Pq. Novo Mundo - Metrô Tucuruvi","3","002F6C","FFFFFF"
"128Y-10","1","128Y-10","Jd. Pery Alto - Lapa","3","002F6C","FFFFFF"
"129F-10","1","129F-10","Conexão Petrônio Portela - Metrô Barra Funda","3","509E2F","FFFFFF"
"129F-41","1","129F-41","Conexão Petrônio Portela - Pça. Do Correio","3","509E2F","FFFFFF"
"139A-10","1","139A-10","Vl. Iório - Lapa","3","509E2F","FFFFFF"
"148L-10","1","148L-10","Cohab Antártica - Lapa","3","002F6C","FFFFFF"
"148P-10","1","148P-10","Pedra Branca - Metrô Barra Funda","3","002F6C","FFFFFF"
"1701-10","1","1701-10","Jova Rural - Metrô Santana","3","002F6C","FFFFFF"
"1701-21","1","1701-21","Jova Rural - Metrô Tucuruvi","3","002F6C","FFFFFF"
"1701-22","1","1701-22","Jova Rural - Metrô Tucuruvi","3","002F6C","FFFFFF"
"1701-23","1","1701-23","Jova Rural - Metrô Santana","3","002F6C","FFFFFF"
"1702-10","1","1702-10","Jova Rural - Tietê","3","002F6C","FFFFFF"
"1703-10","1","1703-10","Jd. Fontális - Shop. Center Norte","3","002F6C","FFFFFF"
"1705-10","1","1705-10","Jd. São João - Metrô Tucuruvi","3","002F6C","FFFFFF"
"1705-51","1","1705-51","Cem. Pq. Da Cantareira - Metrô Tucuruvi","3","002F6C","FFFFFF"
"1709-10","1","1709-10","Jd. Joana D'arc - Metrô Tucuruvi","3","002F6C","FFFFFF"
"1709-21","1","1709-21","Jd. Joamar - Metrô Tucuruvi","3","002F6C","FFFFFF"
"1720-10","1","1720-10","Jd. Guancã - Cantareira","3","002F6C","FFFFFF"
"1720-21","1","1720-21","Vila Sabrina - Metrô Tucuruvi","3","002F6C","FFFFFF"
"1721-10","1","1721-10","Vl. Sabrina - Metrô Carandiru","3","002F6C","FFFFFF"
"1722-10","1","1722-10","Jd. Marina - Metrô Tucuruvi","3","002F6C","FFFFFF"
"1726-10","1","1726-10","Cem. Pq. Dos Pinheiros - Metrô Santana","3","002F6C","FFFFFF"
"172J-10","1","172J-10","Jd. Brasil - Tatuapé","3","002F6C","FFFFFF"
"172K-10","1","172K-10","Jd. Tremembé - Metrô Tatuapé","3","002F6C","FFFFFF"
"172N-10","1","172N-10","Shop. Center Norte - Metrô Belém","3","002F6C","FFFFFF"
"172P-10","1","172P-10","Vl. Zilda - Metrô Belém","3","002F6C","FFFFFF"
"172R-10","1","172R-10","Jaçanã - Metrô Belém","3","002F6C","FFFFFF"
"172U-10","1","172U-10","Cem. Pq. Dos Pinheiros - Mooca","3","002F6C","FFFFFF"
"172X-10","1","172X-10","Pq. Novo Mundo - Metrô Tatuapé","3","002F6C","FFFFFF"
"172Y-10","1","172Y-10","Vl. Constança - Metrô Belém","3","002F6C","FFFFFF"
"1730-10","1","1730-10","Center Norte - Metrô Santana","3","002F6C","FFFFFF"
"1732-10","1","1732-10","Vl. Sabrina - Term. Amaral Gurgel","3","002F6C","FFFFFF"
"1738-10","1","1738-10","Vl. Constança - Metrô Santana","3","002F6C","FFFFFF"
"1741-10","1","1741-10","Vl. Dionisia - Metrô Santana","3","002F6C","FFFFFF"
"1742-10","1","1742-10","Jd. Antártica - Metrô Santana","3","002F6C","FFFFFF"
"1743-10","1","1743-10","Jd. Pery Alto - Shop. D","3","002F6C","FFFFFF"
"1744-10","1","1744-10","Lauzane Paulista - Metrô Santana","3","002F6C","FFFFFF"
"1745-10","1","1745-10","Vl.nova Cachoeirinha - Shop. Center Norte","3","002F6C","FFFFFF"
"174M-10","1","174M-10","Vl. Sabrina - Museu Do Ipiranga","3","002F6C","FFFFFF"
"1756-10","1","1756-10","Pedra Branca - Metrô Santana","3","002F6C","FFFFFF"
"1757-10","1","1757-10","Conj. Dos Bancários - Metrô Santana ","3","002F6C","FFFFFF"
"1758-10","1","1758-10","Jd. Antártica - Metrô Santana","3","002F6C","FFFFFF"
"1759-10","1","1759-10","Jd. Pery - Metrô Santana","3","002F6C","FFFFFF"
"175P-10","1","175P-10","Metrô Santana - Ana Rosa","3","002F6C","FFFFFF"
"175T-10","1","175T-10","Metrô Santana - Metrô Jabaquara","3","002F6C","FFFFFF"
"1760-10","1","1760-10","Cohab Antártica - Shop. Center Norte","3","002F6C","FFFFFF"
"1764-10","1","1764-10","Jd. Corisco - Metrô Santana","3","002F6C","FFFFFF"
"1765-10","1","1765-10","Jd. Cabuçu - Metrô Tucuruvi","3","002F6C","FFFFFF"
"1767-10","1","1767-10","Pq. Edu Chaves - Metrô Tucuruvi","3","002F6C","FFFFFF"
"1771-10","1","1771-10","Jd. Fontális - Metrô Santana","3","002F6C","FFFFFF"
"1772-10","1","1772-10","Jd. Filhos Da Terra - Metrô Tucuruvi","3","002F6C","FFFFFF"
"1773-10","1","1773-10","Cem. Pq. Dos Pinheiros - Mandaqui","3","002F6C","FFFFFF"
"1775-10","1","1775-10","Vl. Albertina - Shop. Center Norte","3","002F6C","FFFFFF"
"1778-10","1","1778-10","Jd. Cabuçu - Metrô Santana","3","002F6C","FFFFFF"
"177H-10","1","177H-10","Metrô Santana - Cid. Universitária","3","002F6C","FFFFFF"
"177H-21","1","177H-21","Metrô Santana - Pinheiros","3","002F6C","FFFFFF"
"177Y-10","1","177Y-10","Metrô Barra Funda - Pinheiros","3","002F6C","FFFFFF"
"1780-10","1","1780-10","Jd. Hebron - Metrô Parada Inglesa","3","002F6C","FFFFFF"
"1782-10","1","1782-10","Vl. Nova Galvão - Metrô Santana","3","002F6C","FFFFFF"
"1783-10","1","1783-10","Cachoeira - Metrô Santana","3","002F6C","FFFFFF"
"1783-22","1","1783-22","Jd. Labitary - Metrô Santana","3","002F6C","FFFFFF"
"1785-10","1","1785-10","Vl. Aurora - Metrô Santana","3","002F6C","FFFFFF"
"1786-10","1","1786-10","Vl. Albertina - Metrô Santana","3","002F6C","FFFFFF"
"1787-10","1","1787-10","Vl. Marieta - Metrô Santana","3","002F6C","FFFFFF"
"1788-10","1","1788-10","Jd. Fontális - Metrô Santana","3","002F6C","FFFFFF"
"1788-51","1","1788-51","Jd. Campo Limpo - Metrô Santana","3","002F6C","FFFFFF"
"178A-10","1","178A-10","Metrô Santana - Lapa","3","002F6C","FFFFFF"
"178L-10","1","178L-10","Lauzane Paulista - Hosp. Das Clínicas","3","002F6C","FFFFFF"
"178T-10","1","178T-10","Metrô Santana - Ceasa","3","002F6C","FFFFFF"
"178Y-10","1","178Y-10","Vl. Amélia - Metrô Jd. São Paulo","3","002F6C","FFFFFF"
"178Y-21","1","178Y-21","Conj. Dos Bancários - Metrô Jd. São Paulo","3","002F6C","FFFFFF"
"179X-10","1","179X-10","Jd. Fontális - Metrô Barra Funda","3","002F6C","FFFFFF"
"1896-10","1","1896-10","Jaraguá - Pça. Ramos De Azevedo","3","509E2F","FFFFFF"
"189L-10","1","189L-10","Conexão Vl. Iório - Lapa","3","509E2F","FFFFFF"
"199D-10","1","199D-10","Conexão Vl. Iório - Term. Pinheiros","3","509E2F","FFFFFF"
"2002-10","1","2002-10","Term. Pq. D. Pedro Ii - Term. Bandeira","3","DA291C","FFFFFF"
"2004-10","1","2004-10","Jd. Nsa. Sra. Do Caminho - Cptm Guaianases","3","FFD100","000000"
"2005-10","1","2005-10","Jd. Romano - São Miguel","3","FFD100","000000"
"2006-10","1","2006-10","Cid. Kemel I - Cptm Itaim Paulista","3","FFD100","000000"
"2007-10","1","2007-10","Cid. Kemel Ii - Cptm Itaim Paulista","3","FFD100","000000"
"2008-10","1","2008-10","Jd. Nsa. Sra. Do Caminho - Cptm Itaim Paulista","3","FFD100","000000"
"2009-10","1","2009-10","Jd. Robru - Cptm Guaianases","3","FFD100","000000"
"2010-10","1","2010-10","Pq. Edu Chaves - Shop. D","3","002F6C","FFFFFF"
"2011-10","1","2011-10","Vl. Sabrina - Metrô Santana","3","002F6C","FFFFFF"
"2012-10","1","2012-10","Vl. Medeiros - Shop.d","3","002F6C","FFFFFF"
"2013-10","1","2013-10","Cohab Antártica - Cachoeirinha","3","002F6C","FFFFFF"
"2014-10","1","2014-10","Jd. Pery Alto - Metrô Barra Funda","3","002F6C","FFFFFF"
"2016-10","1","2016-10","Jd. Das Oliveiras - São Miguel","3","FFD100","000000"
"2017-10","1","2017-10","Jd. Robru - São Miguel","3","FFD100","000000"
"2018-10","1","2018-10","Jd. Campos - São Miguel","3","FFD100","000000"
"2019-10","1","2019-10","Pq. Paineiras - Shop. Penha","3","FFD100","000000"
"2020-10","1","2020-10","Horto Florestal - Metrô Tucuruvi","3","002F6C","FFFFFF"
"2021-10","1","2021-10","Jd. Bandeirantes - Cptm Guaianases","3","FFD100","000000"
"2023-10","1","2023-10","Cachoeira - Metrô Tucuruvi","3","002F6C","FFFFFF"
"2023-41","1","2023-41","Jd. Labitary - Metrô Tucuruvi","3","002F6C","FFFFFF"
"2024-10","1","2024-10","Dib - Cachoeira","3","002F6C","FFFFFF"
"2025-10","1","2025-10","Vl. Nova Galvão - Santana","3","002F6C","FFFFFF"
"2026-10","1","2026-10","Jaçanã - Pq. Novo Mundo","3","002F6C","FFFFFF"
"2028-10","1","2028-10","Vl. Ayrosa - Metrô Tucuruvi","3","002F6C","FFFFFF"
"2029-10","1","2029-10","Jd. Fontális - Metrô Tucuruvi","3","002F6C","FFFFFF"
"2030-10","1","2030-10","Lauzane Paulista - Metrô Santana","3","002F6C","FFFFFF"
"2031-10","1","2031-10","Cid. Kemel Ii - Term. A. E. Carvalho","3","FFD100","000000"
"2032-10","1","2032-10","Jd. Brasil - Metrô Carandiru","3","002F6C","FFFFFF"
"2033-10","1","2033-10","Vl. Sabrina - Shop. D","3","002F6C","FFFFFF"
"2058-10","1","2058-10","Term. São Miguel - Cptm Guaianases","3","FFD100","000000"
"2059-10","1","2059-10","São Miguel - Cptm Guaianases","3","FFD100","000000"
"2060-10","1","2060-10","Term. A. E. Carvalho - Metrô Artur Alvim","3","FFD100","000000"
"2076-10","1","2076-10","Jd. Das Oliveiras - Term. Penha","3","FFD100","000000"
"2079-10","1","2079-10","Jd. Nélia - Cptm Itaim Paulista","3","FFD100","000000"
"2080-10","1","2080-10","Cid. Kemel - Term. Aricanduva","3","FFD100","000000"
"2088-10","1","2088-10","Conj. Encosta Norte - Term. A. E. Carvalho","3","FFD100","000000"
"208M-10","1","208M-10","Metrô Santana - Term. Pinheiros","3","002F6C","FFFFFF"
"208V-10","1","208V-10","Term. A. E. Carvalho - Term. Pq. D. Pedro Ii","3","FFD100","000000"
"209P-1","1","209P-1","Cachoeirinha - Term. Pinheiros","3","509E2F","FFFFFF"
"209P-10","1","209P-10","Cachoeirinha - Term. Pinheiros","3","002F6C","FFFFFF"
"2100-10","1","2100-10","Term. Vl. Carrão - Pça. Da Sé","3","DA291C","FFFFFF"
"2100-21","1","2100-21","Term. Vl. Carrão - Term. Pq. D. Pedro Ii","3","DA291C","FFFFFF"
"2101-10","1","2101-10","Pça. Silvio Romero - Pça. Da Sé","3","DA291C","FFFFFF"
"2101-41","1","2101-41","Pça. Silvio Romero - Term. Vl. Prudente","3","DA291C","FFFFFF"
"2104-10","1","2104-10","Metrô Santana - Term. Pq. D. Pedro Ii","3","002F6C","FFFFFF"
"2105-10","1","2105-10","Jd. Filhos Da Terra - Lgo. Da Concórdia","3","002F6C","FFFFFF"
"211L-10","1","211L-10","Mandaqui - Lapa","3","002F6C","FFFFFF"
"211V-10","1","211V-10","Vl. Paranaguá - Penha","3","FFD100","000000"
"2123-10","1","2123-10","Vl. Medeiros - Liberdade","3","002F6C","FFFFFF"
"2127-10","1","2127-10","Pq. Edu Chaves - Liberdade","3","002F6C","FFFFFF"
"213E-10","1","213E-10","Pq. Edu Chaves - Metrô Belém","3","002F6C","FFFFFF"
"2161-10","1","2161-10","Pq. Edu Chaves - Pça. Do Correio","3","002F6C","FFFFFF"
"2175-10","1","2175-10","Pq. Edu Chaves - Term. Pq. D. Pedro Ii","3","002F6C","FFFFFF"
"2182-10","1","2182-10","Jd. Brasil - Pça. Do Correio","3","002F6C","FFFFFF"
"2201-10","1","2201-10","Div. De Ferraz - Cptm Guaianases","3","FFD100","000000"
"2202-10","1","2202-10","Jd. Das Oliveiras - Cptm Guaianases","3","FFD100","000000"
"2203-10","1","2203-10","Burgo Paulista - Shop. Penha","3","FFD100","000000"
"2290-10","1","2290-10","Term. São Mateus - Term. Pq. D. Pedro Ii","3","DA291C","FFFFFF"
"2290-21","1","2290-21","São Mateus - Term. Pq. D. Pedro Ii","3","DA291C","FFFFFF"
"233A-10","1","233A-10","Jd. Helena - Term. Vl. Carrão","3","FFD100","000000"
"233C-10","1","233C-10","Term. A. E. Carvalho - Ceret","3","FFD100","000000"
"2363-10","1","2363-10","Jd. Danfer - Term. Pq. D. Pedro Ii","3","FFD100","000000"
"2435-10","1","2435-10","Jd. Coimbra - Term. Aricanduva","3","FFD100","000000"
"2451-10","1","2451-10","Vl. São Francisco - Term. Aricanduva","3","FFD100","000000"
"2522-10","1","2522-10","Jd. Sto. Antônio - Metrô Itaquera","3","FFD100","000000"
"2523-10","1","2523-10","Vl. Progresso - Term. A. E. Carvalho","3","FFD100","000000"
"253F-10","1","253F-10","Term. A. E. Carvalho - Term. São Mateus","3","FFD100","000000"
"2551-10","1","2551-10","Term. A. E. Carvalho - Term. Pq. D. Pedro Ii","3","FFD100","000000"
"2552-10","1","2552-10","Vl. Mara - Term. Pq. D. Pedro Ii","3","FFD100","000000"
"2552-41","1","2552-41","Jd. São Martinho - Term. Pq. D. Pedro Ii","3","FFD100","000000"
"2582-10","1","2582-10","Vl. Nova Curuçá - Term. Pq. D. Pedro Ii","3","FFD100","000000"
"2582-21","1","2582-21","Cid. Pedro José Nunes - Term. Pq. D. Pedro Ii","3","FFD100","000000"
"2583-10","1","2583-10","Vl. Curuçá - Term. Aricanduva","3","FFD100","000000"
"2590-10","1","2590-10","União De Vl. Nova - Pq. D. Pedro Ii","3","006341","FFFFFF"
"2626-10","1","2626-10","Jd. Nazaré - Term. Pq. D. Pedro Ii","3","FFD100","000000"
"263C-10","1","263C-10","Jd. Helena - Cohab Ii","3","FFD100","000000"
"263J-10","1","263J-10","Penha - Conj. José Bonifácio","3","FFD100","000000"
"2666-10","1","2666-10","Jd. Camargo Velho - Term. Pq. D. Pedro Ii","3","FFD100","000000"
"2666-21","1","2666-21","Jd. Camargo Velho - Term. Pq. D. Pedro Ii","3","FFD100","000000"
"2678-10","1","2678-10","Oliveirinha - Term. Pq. D. Pedro Ii","3","FFD100","000000"
"2678-41","1","2678-41","Jd. Camargo Novo - Term. Pq. D. Pedro Ii","3","FFD100","000000"
"2702-10","1","2702-10","Vl. Americana - Metrô Artur Alvim","3","FFD100","000000"
"2702-21","1","2702-21","Jd. Pedro José Nunes - Metrô Artur Alvim","3","FFD100","000000"
"2703-10","1","2703-10","Jd. Etelvina - Metrô Itaquera","3","FFD100","000000"
"2703-21","1","2703-21","Jd. Etelvina - Metrô Itaquera","3","FFD100","000000"
"2703-22","1","2703-22","Jd. Gianetti - Metrô Itaquera","3","FFD100","000000"
"2704-10","1","2704-10","Jd. Robru - Metrô Itaquera","3","FFD100","000000"
"2705-10","1","2705-10","Jd. Fanganielo - Metrô Itaquera","3","FFD100","000000"
"2707-10","1","2707-10","Chabilândia - Metrô Itaquera","3","FFD100","000000"
"2707-31","1","2707-31","Chabilândia - Metrô Itaquera","3","FFD100","000000"
"2708-10","1","2708-10","Jd. Lajeado - Metrô Itaquera","3","FFD100","000000"
"2709-10","1","2709-10","Metrô Patriarca - Vl. União","3","DA291C","FFFFFF"
"2709-31","1","2709-31","Metrô Patriarca - Vl. União","3","DA291C","FFFFFF"
"2710-10","1","2710-10","Metrô Patriarca - Burgo Paulista","3","DA291C","FFFFFF"
"2710-31","1","2710-31","Metrô Patriarca - Term. A. E. Carvalho","3","DA291C","FFFFFF"
"2711-10","1","2711-10","Ponte Rasa - Metrô Patriarca","3","DA291C","FFFFFF"
"2712-10","1","2712-10","Jd. São Nicolau - Shop. Metrô Itaquera","3","DA291C","FFFFFF"
"2713-10","1","2713-10","Metrô Penha - Chác. Bela Vista","3","FFD100","000000"
"2714-10","1","2714-10","Metrô Vl. Matilde - Vl. Rui Barbosa","3","DA291C","FFFFFF"
"2715-10","1","2715-10","Vl. Sílvia - Metrô Patriarca","3","DA291C","FFFFFF"
"2716-10","1","2716-10","Chác. Cruz. Do Sul - Metrô Penha","3","DA291C","FFFFFF"
"2717-10","1","2717-10","Metrô Guilhermina/esperança - Cangaíba","3","DA291C","FFFFFF"
"2718-10","1","2718-10","Vl. Sílvia - Metrô Penha","3","DA291C","FFFFFF"
"2719-10","1","2719-10","Ermelino Matarazzo - Metrô Vl. Matilde","3","DA291C","FFFFFF"
"271A-10","1","271A-10","Term. Penha - Metrô Santana","3","002F6C","FFFFFF"
"271A-51","1","271A-51","Cangaíba - Metrô Santana","3","002F6C","FFFFFF"
"271C-10","1","271C-10","Pq. Vl. Maria - Term. Princ. Isabel - Circular","3","002F6C","FFFFFF"
"271F-10","1","271F-10","Center Norte - Metrô Belém     ","3","002F6C","FFFFFF"
"271M-10","1","271M-10","Pq. Novo Mundo - Metrô Santana","3","002F6C","FFFFFF"
"271P-10","1","271P-10","Cangaíba - Pça Do Correio","3","002F6C","FFFFFF"
"2720-10","1","2720-10","Jd. Belém - Metrô Guilhermina/esperança","3","DA291C","FFFFFF"
"2720-31","1","2720-31","Jd. Belém - Metrô Guilhermina/esperança","3","DA291C","FFFFFF"
"2721-10","1","2721-10","Jd. Nazaré - Metrô Itaquera","3","DA291C","FFFFFF"
"2722-10","1","2722-10","Jd. Veronia - Metrô Guilhermina/esperança","3","DA291C","FFFFFF"
"2722-31","1","2722-31","Metrô Guilhermina/esperança - Jd. Verônia","3","DA291C","FFFFFF"
"2723-10","1","2723-10","União De Vl. Nova - Metrô Itaquera","3","DA291C","FFFFFF"
"2724-10","1","2724-10","Metrô Artur Alvim - Conj. Araucária","3","DA291C","FFFFFF"
"2725-10","1","2725-10","Metrô Artur Alvim - Jd. São Carlos","3","DA291C","FFFFFF"
"2726-10","1","2726-10","Limoeiro - Metrô Penha","3","FFD100","000000"
"2727-10","1","2727-10","Metrô Artur Alvim - Conj. A. E. Carvalho","3","DA291C","FFFFFF"
"2728-10","1","2728-10","Jd. Do Castelo - Metrô Penha","3","DA291C","FFFFFF"
"272N-10","1","272N-10","Pq. Novo Mundo - Pq. D. Pedro Ii","3","002F6C","FFFFFF"
"2730-10","1","2730-10","Vl. Jacui - Metrô Artur Alvim","3","FFD100","000000"
"2731-10","1","2731-10","Vl. Progresso - Metrô Itaquera","3","FFD100","000000"
"2732-10","1","2732-10","Metrô Artur Alvim - Vl. Regina","3","DA291C","FFFFFF"
"2733-10","1","2733-10","Pq. Guarani - Metrô Itaquera","3","DA291C","FFFFFF"
"2734-10","1","2734-10","Jd. Campos - Metrô Itaquera","3","FFD100","000000"
"2735-10","1","2735-10","Jd. Keralux - Metrô Penha","3","DA291C","FFFFFF"
"2735-21","1","2735-21","Jd. São Francisco - Metrô Penha","3","DA291C","FFFFFF"
"273D-10","1","273D-10","Pq. D. João Nery - Metrô Artur Alvim","3","FFD100","000000"
"273F-10","1","273F-10","Vl. Mara - Metrô Itaquera","3","FFD100","000000"
"273G-10","1","273G-10","Jd. Helena - Metrô Artur Alvim","3","FFD100","000000"
"273G-21","1","273G-21","Jd. Noêmia - Metrô Artur Alvim","3","FFD100","000000"
"273J-10","1","273J-10","Jd. Romano - Metrô Penha","3","FFD100","000000"
"273L-10","1","273L-10","Cptm José Bonifácio - Metrô Artur Alvim","3","FFD100","000000"
"273N-10","1","273N-10","Cid. Kemel Ii - Metrô Vl. Matilde","3","FFD100","000000"
"273N-41","1","273N-41","Itaim Paulista - Metrô Vl. Matilde","3","FFD100","000000"
"273R-10","1","273R-10","Jd. Robru - Metrô Artur Alvim","3","FFD100","000000"
"273R-42","1","273R-42","Jd. Robru - Metrô Itaquera","3","FFD100","000000"
"273V-10","1","273V-10","Parada Xv De Novembro - Metrô Penha","3","FFD100","000000"
"273X-10","1","273X-10","Jd. Das Oliveiras - Metrô Artur Alvim","3","FFD100","000000"
"2740-10","1","2740-10","Pedra Branca - Metrô Santana","3","002F6C","FFFFFF"
"274P-10","1","274P-10","Penha - Metrô Vl. Mariana","3","FFD100","000000"
"2755-10","1","2755-10","Guaianases - Metrô Penha","3","FFD100","000000"
"2756-10","1","2756-10","Guaianases - Metrô Patriarca","3","FFD100","000000"
"2762-10","1","2762-10","Ermelino Matarazzo - Metrô Tatuapé","3","FFD100","000000"
"2765-10","1","2765-10","Vl. Cisper - Metrô Tatuapé","3","FFD100","000000"
"2766-10","1","2766-10","Jd. Camargo Velho - Metrô Itaquera","3","FFD100","000000"
"2766-41","1","2766-41","Jd. Indaiá - Metrô Itaquera","3","FFD100","000000"
"2767-10","1","2767-10","Cid. Pedro José Nunes - Metrô Tatuapé","3","FFD100","000000"
"2769-10","1","2769-10","Jd. Romano - Metrô Tatuapé","3","FFD100","000000"
"2770-10","1","2770-10","Cptm José Bonifácio - Metrô Vl. Matilde","3","FFD100","000000"
"2772-10","1","2772-10","Jd. Nazaré - Metrô Penha","3","FFD100","000000"
"2780-10","1","2780-10","Jd. Camargo Novo - Metrô Itaquera","3","FFD100","000000"
"278A-10","1","278A-10","Metrô Santana - Penha  ","3","002F6C","FFFFFF"
"297A-10","1","297A-10","Vl. Santa Maria - Metrô Barra Funda","3","002F6C","FFFFFF"
"3001-10","1","3001-10","Itaim Paulista - Term. São Miguel","3","FFD100","000000"
"3002-10","1","3002-10","Jd. Mabel - São Miguel","3","FFD100","000000"
"3003-10","1","3003-10","Jd. São Martinho - Cptm Vl. Mara/itaim","3","FFD100","000000"
"3004-10","1","3004-10","Jd. São Martinho - Cptm Vl. Mara/itaim","3","FFD100","000000"
"3006-10","1","3006-10","Jd. Fanganielo - Cptm Guaianases","3","FFD100","000000"
"3006-21","1","3006-21","Etec Guaianases - Cptm Guaianases","3","FFD100","000000"
"3008-10","1","3008-10","Jd. Miriam - Cptm Itaim Paulista","3","FFD100","000000"
"3009-10","1","3009-10","Itaim Paulista - Cptm Itaim Paulista","3","FFD100","000000"
"3010-10","1","3010-10","Cem. Da Saudade - Term. A. E. Carvalho","3","FFD100","000000"
"3013-10","1","3013-10","Term. Cid. Tiradentes - Metalúrgicos","3","DA291C","FFFFFF"
"3015-10","1","3015-10","Jd. Romano - Jd. Mabel","3","FFD100","000000"
"3019-10","1","3019-10","Term. Cid. Tiradentes - Vl. Paulista I","3","DA291C","FFFFFF"
"3020-10","1","3020-10","Cohab José Bonifácio  - Shop. Aricanduva","3","DA291C","FFFFFF"
"3021-10","1","3021-10","Pq. Bancário - Term. Vl Prudente","3","006341","FFFFFF"
"3023-10","1","3023-10","Shop. Aricanduva - Pq. São Rafael","3","DA291C","FFFFFF"
"3024-10","1","3024-10","Vl. Industrial - Term. Vl Prudente","3","006341","FFFFFF"
"3025-10","1","3025-10","Jd. Wilma Flor - Cptm Guaianases","3","DA291C","FFFFFF"
"3026-10","1","3026-10","Vl. Iolanda Ii - Cptm Guaianases","3","FFD100","000000"
"3027-10","1","3027-10","Cptm Guaianases - Shop. Aricanduva","3","DA291C","FFFFFF"
"3029-10","1","3029-10","Jd. Das Rosas - Metrô Tatuapé","3","DA291C","FFFFFF"
"3031-10","1","3031-10","Jd. Alto Paulistano - Metrô Itaquera","3","DA291C","FFFFFF"
"3032-10","1","3032-10","Term. Vl. Carrão - Circular","3","DA291C","FFFFFF"
"3033-10","1","3033-10","Guaianases - São Mateus","3","FFD100","000000"
"3046-10","1","3046-10","Vl. Guarani - Metrô Tatuapé","3","DA291C","FFFFFF"
"3051-10","1","3051-10","Ermelino Matarazzo - Term. A. E. Carvalho","3","FFD100","000000"
"3053-10","1","3053-10","Jd. Itápolis - Metrô Belém","3","DA291C","FFFFFF"
"3054-10","1","3054-10","Jd. Palanque - Hosp. Sapopemba","3","DA291C","FFFFFF"
"3063-10","1","3063-10","Guaianases - Term. São Mateus","3","FFD100","000000"
"3063-41","1","3063-41","Guaianases - Term. São Mateus","3","FFD100","000000"
"3064-10","1","3064-10","Cid. Tiradentes - Cptm Guaianases","3","FFD100","000000"
"3064-41","1","3064-41","Term. Cid. Tiradentes - Sta. Etelvina Ii B6","3","FFD100","000000"
"3069-10","1","3069-10","Jd. Recanto Verde Sol - Term. São Mateus","3","DA291C","FFFFFF"
"3069-21","1","3069-21","Jd. Alto Alegre - Term. São Mateus","3","DA291C","FFFFFF"
"307C-10","1","307C-10","Conj. Encosta Norte - Metrô Artur Alvim","3","FFD100","000000"
"3098-10","1","3098-10","Jd. São Francisco - Shop. Aricanduva","3","006341","FFFFFF"
"3098-31","1","3098-31","São Mateus - Jd. Elizabeth","3","006341","FFFFFF"
