"route_id","agency_id","route_short_name","route_long_name","route_type","route_color","route_text_color"
"857A-10","1","857A-10","Term. Campo Limpo - Metrô Sta. Cruz","3","782F40","FFFFFF"
"857C-10","1","857C-10","Term. Campo Limpo - Metrô Conceição","3","782F40","FFFFFF"
"857P-10","1","857P-10","Term. Campo Limpo - Paraíso","3","782F40","FFFFFF"
"857R-10","1","857R-10","Term. Campo Limpo - Aclimação","3","FF671F","000000"
"857R-41","1","857R-41","Est. Hebraica Rebouças - Ana Rosa","3","FF671F","000000"
"8594-10","1","8594-10","Cid. D'abril  - Pça. Ramos De Azevedo","3","509E2F","FFFFFF"
"8594-21","1","8594-21","Cid. Pirituba - Pça. Ramos De Azevedo","3","509E2F","FFFFFF"
"8594-41","1","8594-41","Cohab Pedra Verde - Pça. Ramos De Azevedo","3","509E2F","FFFFFF"
"8600-10","1","8600-10","Term. Pirituba - Lgo. Do Paissandú","3","509E2F","FFFFFF"
"8600-22","1","8600-22","Vl. Iório - Lgo. Do Paissandú","3","509E2F","FFFFFF"
"8605-10","1","8605-10","Term. Campo Limpo - Term. Bandeira","3","782F40","FFFFFF"
"8610-10","1","8610-10","Jd. Paulo Vi - Term. Bandeira","3","FF671F","000000"
"8615-10","1","8615-10","Pq. Da Lapa - Term. Pq. D. Pedro Ii","3","FF671F","000000"
"8622-10","1","8622-10","Morro Doce - Pça. Ramos De Azevedo","3","509E2F","FFFFFF"
"8677-10","1","8677-10","Jd. Líbano - Lgo. Do Paissandú","3","509E2F","FFFFFF"
"8686-10","1","8686-10","Mangalot - Lgo. Do Paissandú","3","509E2F","FFFFFF"
"8686-21","1","8686-21","Term. Lapa - Mangalot","3","509E2F","FFFFFF"
"8700-1","1","8700-1","Term. Campo Limpo - Pça. Ramos De Azevedo","3","FF671F","000000"
"8700-10","1","8700-10","Term. Campo Limpo - Pça. Ramos De Azevedo","3","FF671F","000000"
"8700-21","1","8700-21","Lgo. Do Taboão - Pça. Ramos De Azevedo","3","FF671F","000000"
"8700-24","1","8700-24","Lgo. Do Taboão - Pça. Ramos De Azevedo","3","FF671F","000000"
"8705-10","1","8705-10","Shop. Continental - Anhangabaú","3","FF671F","000000"
"8705-51","1","8705-51","Pq. Continental - Anhangabaú","3","FF671F","000000"
"8707-10","1","8707-10","Rio Pequeno - Term. Princ. Isabel","3","FF671F","000000"
"8707-21","1","8707-21","Rio Pequeno - Butantã","3","FF671F","000000"
"874C-10","1","874C-10","Pq. Continental - Metrô - Trianon - Masp ","3","FF671F","000000"
"874T-10","1","874T-10","Ipiranga - Lapa","3","006341","FFFFFF"
"875A-10","1","875A-10","Aeroporto - Perdizes","3","0082BA","FFFFFF"
"875C-1","1","875C-1","Term. Lapa - Metrô Sta. Cruz","3","FF671F","000000"
"875C-10","1","875C-10","Term. Lapa - Metrô Sta. Cruz","3","FF671F","000000"
"875H-10","1","875H-10","Term. Lapa - Metrô Vl. Mariana","3","FF671F","000000"
"875P-10","1","875P-10","Metrô Barra Funda - Metrô Ana Rosa","3","FF671F","000000"
"877T-10","1","877T-10","Vl. Anastácio - Metrô Paraíso","3","FF671F","000000"
"879A-10","1","879A-10","Metrô Barra Funda - Ctn","3","002F6C","FFFFFF"
"888P-10","1","888P-10","Perus - Cohab Taipas","3","509E2F","FFFFFF"
"9002-10","1","9002-10","Jd. Pery Alto - Term. Cachoeirinha","3","002F6C","FFFFFF"
"9004-10","1","9004-10","Jd. Elisa Maria - Term. Cachoeirinha","3","509E2F","FFFFFF"
"9005-10","1","9005-10","Jd. Princesa - Term. Cachoeirinha","3","509E2F","FFFFFF"
"9005-41","1","9005-41","Jd. Vista Alegre - Term. Cachoeirinha","3","509E2F","FFFFFF"
"9005-42","1","9005-42","Sítio Dos Francos - Term. Cachoeirinha","3","509E2F","FFFFFF"
"9006-10","1","9006-10","Vl. Penteado - Term. Cachoeirinha","3","509E2F","FFFFFF"
"9008-10","1","9008-10","Pq. De Taipas - Term. Cachoeirinha","3","509E2F","FFFFFF"
"9008-41","1","9008-41","Estância Jaraguá - Term. Cachoeirinha","3","509E2F","FFFFFF"
"9009-10","1","9009-10","Cohab Brasilândia - Term. Cachoeirinha","3","509E2F","FFFFFF"
"9011-10","1","9011-10","Cptm Jaraguá - Term. Cachoeirinha","3","509E2F","FFFFFF"
"9011-21","1","9011-21","Cptm Jaraguá - City Jaraguá","3","509E2F","FFFFFF"
"9012-10","1","9012-10","Itaberaba - Term. Lapa","3","509E2F","FFFFFF"
"9014-10","1","9014-10","Morro Grande - Term. Lapa","3","509E2F","FFFFFF"
"9014-42","1","9014-42","Jd. Iracema - Term. Lapa","3","509E2F","FFFFFF"
"9015-10","1","9015-10","Vl. Zatt - Term. Pirituba","3","509E2F","FFFFFF"
"9015-31","1","9015-31","Vl. Zatt - Term. Pirituba","3","509E2F","FFFFFF"
"9018-10","1","9018-10","Vl. Mirante - Term. Pirituba","3","509E2F","FFFFFF"
"9019-10","1","9019-10","Jd. Paulistano - Term. Pirituba","3","509E2F","FFFFFF"
"9020-10","1","9020-10","Vl. Mirante - Term. Pirituba","3","509E2F","FFFFFF"
"9023-10","1","9023-10","Pq. De Taipas - Term. Pirituba","3","509E2F","FFFFFF"
"9032-10","1","9032-10","Jd. Damasceno - Term. Cachoeirinha","3","509E2F","FFFFFF"
"9032-21","1","9032-21","Jd. Damasceno - Term. Cachoeirinha","3","509E2F","FFFFFF"
"9047-10","1","9047-10","Jd. Paulistano - Lapa","3","509E2F","FFFFFF"
"9050-10","1","9050-10","Term. Lapa - Itaim Bibi","3","FF671F","000000"
"9051-10","1","9051-10","Lapa - Term. Pinheiros","3","FF671F","000000"
"908T-10","1","908T-10","Term. Pq. D. Pedro Ii - Butantã","3","FFD100","000000"
"9090-10","1","9090-10","Pq. Tietê - Term. Casa Verde","3","509E2F","FFFFFF"
"909T-1","1","909T-1","Term. Pinheiros - Term. Pq. D. Pedro Ii","3","FF671F","000000"
"909T-10","1","909T-10","Term. Pinheiros - Term. Pq. D. Pedro Ii","3","FF671F","000000"
"9162-10","1","9162-10","Vl. Penteado - Term. Casa Verde","3","509E2F","FFFFFF"
"9166-10","1","9166-10","Jd. Sta. Cruz - Term. Cachoeirinha","3","002F6C","FFFFFF"
"917H-10","1","917H-10","Term. Pirituba - Metrô Vl. Mariana","3","509E2F","FFFFFF"
"917M-10","1","917M-10","Morro Grande - Metrô Ana Rosa","3","509E2F","FFFFFF"
"917M-31","1","917M-31","Morro Grande - Metrô Ana Rosa","3","509E2F","FFFFFF"
"9181-10","1","9181-10","Vl. Terezinha - Lapa","3","509E2F","FFFFFF"
"9188-10","1","9188-10","Capela Da Lagoa  - Lapa","3","509E2F","FFFFFF"
"9188-42","1","9188-42","Capela Da Lagoa - Lapa","3","509E2F","FFFFFF"
"9191-10","1","9191-10","Jd. Elisa Maria - Bom Retiro","3","509E2F","FFFFFF"
"9191-21","1","9191-21","Metrô Barra Funda - Bom Retiro","3","509E2F","FFFFFF"
"9300-10","1","9300-10","Term. Casa Verde - Term. Pq. D. Pedro Ii","3","002F6C","FFFFFF"
"9301-10","1","9301-10","Term. Casa Verde - Pça. Do Correio","3","509E2F","FFFFFF"
"930P-10","1","930P-10","Term. Pq. D. Pedro Ii - Term. Pinheiros","3","FFD100","000000"
"9354-10","1","9354-10","Term. Cachoeirinha - Pça. Do Correio","3","002F6C","FFFFFF"
"938C-10","1","938C-10","Cohab Taipas - Term. Princ. Isabel","3","509E2F","FFFFFF"
"938C-21","1","938C-21","Cohab Taipas - Term. Lapa","3","509E2F","FFFFFF"
"938L-10","1","938L-10","Term. Cachoeirinha - Lapa","3","509E2F","FFFFFF"
"938P-10","1","938P-10","Jd. Tereza - Metrô Barra Funda","3","509E2F","FFFFFF"
"938V-10","1","938V-10","Jd. Vista Alegre - Metrô Barra Funda","3","509E2F","FFFFFF"
"948A-10","1","948A-10","Vl. Zatt - Metrô Barra Funda","3","509E2F","FFFFFF"
"9500-10","1","9500-10","Term. Cachoeirinha - Pça. Do Correio","3","509E2F","FFFFFF"
"9501-10","1","9501-10","Term. Cachoeirinha - Lgo. Do Paissandú","3","509E2F","FFFFFF"
"957T-10","1","957T-10","Cohab Taipas - Vl. Olímpia","3","509E2F","FFFFFF"
"958P-10","1","958P-10","Jd. Nardini - Vl. Olímpia","3","509E2F","FFFFFF"
"9653-10","1","9653-10","Pedra Branca - Pça. Do Correio","3","509E2F","FFFFFF"
"967A-10","1","967A-10","Imirim - Pinheiros","3","002F6C","FFFFFF"
"9701-10","1","9701-10","Cem. Cachoeirinha - Metrô Barra Funda","3","002F6C","FFFFFF"
"9717-10","1","9717-10","Jd. Almanara - Metrô Santana","3","509E2F","FFFFFF"
"971A-10","1","971A-10","Jd. Primavera - Shop. D","3","002F6C","FFFFFF"
"971C-10","1","971C-10","Cohab Brasilândia - Metrô Santana","3","002F6C","FFFFFF"
"971D-10","1","971D-10","Jd. Damasceno - Shop. Center Norte","3","002F6C","FFFFFF"
"971M-10","1","971M-10","Vl. Penteado - Metrô Santana","3","002F6C","FFFFFF"
"971R-10","1","971R-10","Cptm Jaraguá - Metrô Santana","3","002F6C","FFFFFF"
"971R-21","1","971R-21","Jd. Damasceno - Metrô Santana","3","002F6C","FFFFFF"
"971R-42","1","971R-42","Cdhu Voith - Metrô Santana","3","002F6C","FFFFFF"
"971R-51","1","971R-51","Chica Luisa - Metrô Santana","3","002F6C","FFFFFF"
"971T-10","1","971T-10","Vl. Sta. Maria - Metrô Santana","3","002F6C","FFFFFF"
"971V-10","1","971V-10","Jd. Vista Alegre - Shop. Center Norte","3","002F6C","FFFFFF"
"971X-10","1","971X-10","Term. Cachoeirinha - Metrô Santana","3","002F6C","FFFFFF"
"975A-10","1","975A-10","Vl. Brasilândia - Metrô Ana Rosa","3","509E2F","FFFFFF"
"9784-10","1","9784-10","Jd. Dos Francos - Metrô Barra Funda","3","509E2F","FFFFFF"
"9785-10","1","9785-10","Vl. Terezinha - Metrô Barra Funda","3","509E2F","FFFFFF"
"9785-51","1","9785-51","Jd. Carombé - Term. Cachoeirinha","3","509E2F","FFFFFF"
"9789-10","1","9789-10","Jd. Paulistano - Metrô Barra Funda","3","509E2F","FFFFFF"
"978A-10","1","978A-10","Term. Cachoeirinha - Metrô Barra Funda","3","509E2F","FFFFFF"
"978J-10","1","978J-10","Voith - Term. Princ. Isabel","3","509E2F","FFFFFF"
"978L-10","1","978L-10","Term. Cachoeirinha - Term. Princ. Isabel","3","509E2F","FFFFFF"
"978T-10","1","978T-10","Jd. Guarani - Metrô Barra Funda","3","509E2F","FFFFFF"
"CPTM L07","1","CPTM L07","JUNDIAI - LUZ","2","CA016B",""
"CPTM L08","1","CPTM L08","AMADOR BUENO - JULIO PRESTES","2","97A098",""
"CPTM L09","1","CPTM L09","GRAJAU - OSASCO","2","01A9A7",""
"CPTM L10","1","CPTM L10","RIO GRANDE DA SERRA - BRÁS","2","049FC3",""
"CPTM L11","1","CPTM L11","ESTUDANTES - LUZ","2","F68368",""
"CPTM L12","1","CPTM L12","CALMON VIANA - BRAS","2","133C8D","FFFFFF"
"CPTM L13","1","CPTM L13","AEROPORTO DE GUARULHOS - ENGENHEIRO GOULART","2","00B352",""
"CT01-1","1","CT01-1","Circular - Turismo","3","002F6C","FFFFFF"
"METRÔ 15","1","METRÔ 15","ORATÓRIO - SÃO MATEUS","1","C0C0C0",""
"METRÔ L1","1","METRÔ L1","TUCURUVI - JABAQUARA","1","0455A1","FFFFFF"
"METRÔ L2","1","METRÔ L2","VILA MADALENA - VILA PRUDENTE","1","007E5E","FFFFFF"
"METRÔ L3","1","METRÔ L3","CORINTHIANS - ITAQUERA - PALMEIRAS - BARRA FUNDA","1","EE372F",""
"METRÔ L4","1","METRÔ L4","SÃO PAULO - MORUMBI - LUZ","1","FFFF00",""
"METRÔ L5","1","METRÔ L5","CAPAO REDONDO - CHÁCARA KLABIN","1","9B3894","FFFFFF"
"N101-11","1","N101-11","Term. Lapa - Term. Pq. D. Pedro Ii","3","509E2F","FFFFFF"
"N102-11","1","N102-11","Term. Lapa - Term. Pq. D. Pedro Ii","3","509E2F","FFFFFF"
"N103-11","1","N103-11","Term. Pirituba - Term. Lapa","3","509E2F","FFFFFF"
"N104-11","1","N104-11","Term. Pirituba - Term. Lapa","3","509E2F","FFFFFF"
"N105-11","1","N105-11","Term. Cachoeirinha - Term. Lapa","3","509E2F","FFFFFF"
"N106-11","1","N106-11","Term. Pq. D. Pedro Ii - Metrô Barra Funda","3","509E2F","FFFFFF"
"N131-11","1","N131-11","Term. Lapa - Vl. Piauí","3","509E2F","FFFFFF"
"N132-11","1","N132-11","Term. Pirituba - Pq. São Domingos","3","509E2F","FFFFFF"
"N133-11","1","N133-11","Term. Pirituba - Cid. D’abril 3ª Gleba","3","509E2F","FFFFFF"
"N134-11","1","N134-11","Term. Cachoeirinha - Taipas","3","509E2F","FFFFFF"
"N135-11","1","N135-11","Term. Pirituba - Jd. Donária","3","509E2F","FFFFFF"
"N136-11","1","N136-11","Term. Lapa - Morro Doce","3","509E2F","FFFFFF"
"N137-11","1","N137-11","Term. Pirituba - Perus","3","509E2F","FFFFFF"
"N138-11","1","N138-11","Term. Cachoeirinha - Jd. Princesa","3","509E2F","FFFFFF"
"N139-11","1","N139-11","Term. Pirituba - Jd. Paulistano","3","509E2F","FFFFFF"
"N140-11","1","N140-11","Term. Pirituba - Vl. Mirante","3","509E2F","FFFFFF"
"N141-11","1","N141-11","Term. Cachoeirinha - Jd. Carombé","3","509E2F","FFFFFF"
"N142-11","1","N142-11","Term. Pirituba - Term. Casa Verde","3","509E2F","FFFFFF"
"N143-11","1","N143-11","Metrô Barra Funda - Morro Grande","3","509E2F","FFFFFF"
"N201-11","1","N201-11","Metrô Tucuruvi - Term. Pq. D. Pedro Ii","3","002F6C","FFFFFF"
"N202-11","1","N202-11","Metrô Santana - Term. Pinheiros","3","002F6C","FFFFFF"
"N203-11","1","N203-11","Metrô Tucuruvi - Term. Pq. D. Pedro Ii","3","002F6C","FFFFFF"
"N204-11","1","N204-11","Metrô Tucuruvi - Term. Pq. D. Pedro Ii","3","002F6C","FFFFFF"
"N205-11","1","N205-11","Term. Cachoeirinha - Term. Pinheiros","3","002F6C","FFFFFF"
"N206-11","1","N206-11","Metrô Santana - Metrô Vl. Madalena","3","002F6C","FFFFFF"
"N207-11","1","N207-11","Term. Casa Verde - Term. Pq. D. Pedro Ii","3","002F6C","FFFFFF"
"N209-11","1","N209-11","Term. Cachoeirinha - Metrô Santana","3","002F6C","FFFFFF"
"N231-11","1","N231-11","Term. Cachoeirinha - Pedra Branca","3","002F6C","FFFFFF"
"N232-11","1","N232-11","Metrô Tucuruvi - Pq. Novo Mundo","3","002F6C","FFFFFF"
"N233-11","1","N233-11","Metrô Santana - Vl. Sabrina","3","002F6C","FFFFFF"
"N234-11","1","N234-11","Metrô Tucuruvi - Lgo. Do Pery","3","002F6C","FFFFFF"
"N235-11","1","N235-11","Metrô Santana - Pedra Branca","3","002F6C","FFFFFF"
"N236-11","1","N236-11","Metrô Santana - Jd. Antártica","3","002F6C","FFFFFF"
"N237-11","1","N237-11","Metrô Tucuruvi - Pq. Edu Chaves","3","002F6C","FFFFFF"
"N238-11","1","N238-11","Metrô Santana - Cem. Pq. Dos Pinheiros","3","002F6C","FFFFFF"
"N239-11","1","N239-11","Metrô Tucuruvi - Vl. Nova Galvão","3","002F6C","FFFFFF"
"N240-11","1","N240-11","Metrô Santana    - Cachoeira","3","002F6C","FFFFFF"
"N241-11","1","N241-11","Metrô Santana - Vl. Albertina","3","002F6C","FFFFFF"
"N242-11","1","N242-11","Metrô Santana    - Jd. Campo Limpo","3","002F6C","FFFFFF"
"N243-11","1","N243-11","Metrô Santana - Jd. Brasil","3","002F6C","FFFFFF"
"N244-11","1","N244-11","Metrô Tucuruvi - Jd. Flor De Maio","3","002F6C","FFFFFF"
"N245-11","1","N245-11","Metrô Santana - Jd. Pery Alto","3","002F6C","FFFFFF"
"N301-11","1","N301-11","Term. A. E. Carvalho - Term. Pq. D. Pedro Ii","3","FFD100","000000"
"N302-11","1","N302-11","Term. A. E. Carvalho - Term. Pq. D. Pedro Ii","3","FFD100","000000"
"N303-11","1","N303-11","Term. A. E. Carvalho - Term. Aricanduva","3","FFD100","000000"
"N304-11","1","N304-11","Term. São Miguel - Term. Aricanduva","3","FFD100","000000"
"N305-11","1","N305-11","Term. São Miguel - Cptm Guaianases","3","FFD100","000000"
"N306-11","1","N306-11","Term. São Miguel - Metrô Itaquera","3","FFD100","000000"
"N307-11","1","N307-11","Term. Pq. D. Pedro Ii - Term. Pinheiros","3","FFD100","000000"
"N308-11","1","N308-11","Metrô Itaquera - Term. Pq. D. Pedro Ii","3","FFD100","000000"
"N331-11","1","N331-11","Term. A. E. Carvalho - Oliveirinha","3","FFD100","000000"
"N332-11","1","N332-11","Term. A. E. Carvalho - Vl. Cisper (cptm Usp)","3","DA291C","FFFFFF"
"N333-11","1","N333-11","Term. São Miguel - Cid. Kemel","3","FFD100","000000"
"N334-11","1","N334-11","Term. A. E. Carvalho - Cptm Guaianases","3","FFD100","000000"
"N335-11","1","N335-11","Term. Penha - Ermelino Matarazzo","3","FFD100","000000"
"N336-11","1","N336-11","Term. São Miguel - Jd. Camargo Velho","3","FFD100","000000"
"N337-11","1","N337-11","Term. São Miguel - Jd. Camargo Velho","3","FFD100","000000"
"N339-11","1","N339-11","Metrô Itaquera - Artur Alvim","3","FFD100","000000"
"N340-11","1","N340-11","Metrô Itaquera - Jd. Sto. Antônio","3","FFD100","000000"
"N341-11","1","N341-11","Term. São Miguel - Vl. Cisper (cptm Usp)","3","FFD100","000000"
"N342-11","1","N342-11","Term. Penha     - Jd. Danfer","3","FFD100","000000"
"N343-11","1","N343-11","Term. A. E. Carvalho - Metrô Itaquera","3","FFD100","000000"
"N344-11","1","N344-11","Term. Penha - Vl. Cisper","3","DA291C","FFFFFF"
"N401-11","1","N401-11","Term. Vl. Carrão - Term. Pq. D. Pedro Ii","3","FFD100","000000"
"N402-11","1","N402-11","Metrô Itaquera - Term. Vl. Carrão","3","DA291C","FFFFFF"
"N403-11","1","N403-11","Term. Cid. Tiradentes - Metrô Itaquera","3","DA291C","FFFFFF"
"N404-11","1","N404-11","Term. São Mateus - Term. Penha","3","FFD100","000000"
"N405-11","1","N405-11","Term. Vl. Carrão - Metrô Itaquera","3","DA291C","FFFFFF"
"N406-11","1","N406-11","Term. Cid. Tiradentes - Term. São Mateus","3","DA291C","FFFFFF"
"N407-11","1","N407-11","Term. Vl. Carrão - Metrô Belém","3","DA291C","FFFFFF"
"N431-11","1","N431-11","Term. São Mateus - Jd. Limoeiro","3","DA291C","FFFFFF"
"N432-11","1","N432-11","Term. São Mateus - Jd. Sto. André","3","DA291C","FFFFFF"
"N433-11","1","N433-11","Term. Vl. Carrão - Metrô Belém","3","DA291C","FFFFFF"
"N434-11","1","N434-11","Term. Vl. Carrão - Jd. Iv Centenário","3","DA291C","FFFFFF"
"N435-11","1","N435-11","Term. Cid. Tiradentes - Metalúrgicos","3","DA291C","FFFFFF"
"N436-11","1","N436-11","Term. Cid. Tiradentes - Barro Branco","3","DA291C","FFFFFF"
"N437-11","1","N437-11","Cptm Guaianases - Term. Cid. Tiradentes","3","DA291C","FFFFFF"
"N438-11","1","N438-11","Metrô Itaquera - Hosp. Sta. Marcelina","3","DA291C","FFFFFF"
"N439-11","1","N439-11","Metrô Itaquera - Cohab Fazenda Do Carmo","3","DA291C","FFFFFF"
"N440-11","1","N440-11","Term. Vl. Carrão - Savoy/dalila","3","DA291C","FFFFFF"
"N441-11","1","N441-11","Term. Cid. Tiradentes - Vl. Yolanda","3","DA291C","FFFFFF"
"N501-11","1","N501-11","Term. São Mateus - Term. Pq. D. Pedro Ii","3","006341","FFFFFF"
"N502-11","1","N502-11","Term. Sacomã - Term. Pq. D. Pedro Ii","3","006341","FFFFFF"
"N503-11","1","N503-11","Term. São Mateus - Term. Pq. D. Pedro Ii","3","006341","FFFFFF"
"N504-11","1","N504-11","Term. Vl. Prudente - Term. Pq. D. Pedro Ii","3","006341","FFFFFF"
"N505-11","1","N505-11","Term. Sacomã - Term. Pinheiros","3","006341","FFFFFF"
"N506-11","1","N506-11","Term. Sacomã - Metrô Vl. Madalena","3","006341","FFFFFF"
"N507-11","1","N507-11","Term. Vl. Prudente - Metrô Santana","3","006341","FFFFFF"
"N508-11","1","N508-11","Term. Sacomã - Term. Pq. D. Pedro Ii","3","006341","FFFFFF"
"N531-11","1","N531-11","Term. Sapopemba - Term. Vl. Prudente","3","006341","FFFFFF"
"N532-11","1","N532-11","Term. Sapopemba - Hosp. São Mateus","3","006341","FFFFFF"
"N533-11","1","N533-11","Term. Vl. Prudente - Jd. Planalto","3","006341","FFFFFF"
"N534-11","1","N534-11","Term. Sacomã - Vl. Arapuá","3","006341","FFFFFF"
"N535-11","1","N535-11","Term. Sacomã - Jd. Celeste","3","006341","FFFFFF"
"N536-11","1","N536-11","Term. Sacomã - Jd. Itápolis","3","006341","FFFFFF"
"N537-11","1","N537-11","Metrô Vl. Mariana - Term. Vl. Prudente","3","006341","FFFFFF"
"N538-11","1","N538-11","Term. Sacomã - Jd. Celeste","3","006341","FFFFFF"
"N539-11","1","N539-11","Term. Sacomã - Hosp. Heliópolis","3","006341","FFFFFF"
"N540-11","1","N540-11","Term. Sapopemba - Jd. São Roberto","3","006341","FFFFFF"
"N601-11","1","N601-11","Term. Grajaú - Term. Pq. D. Pedro Ii","3","0082BA","FFFFFF"
"N602-11","1","N602-11","Term. Grajaú - Term. Sto. Amaro","3","0082BA","FFFFFF"
"N603-11","1","N603-11","Metrô Jabaquara - Term. Pinheiros","3","0082BA","FFFFFF"
"N604-11","1","N604-11","Metrô Jabaquara - Term. Pq. D. Pedro Ii","3","0082BA","FFFFFF"
"N631-11","1","N631-11","Term. Grajaú - Term. Sto. Amaro","3","0082BA","FFFFFF"
"N632-11","1","N632-11","Term. Grajaú - Term. Sto. Amaro","3","0082BA","FFFFFF"
"N633-11","1","N633-11","Metrô Jabaquara - Morumbi Shop.","3","0082BA","FFFFFF"
"N634-11","1","N634-11","Term. Sto. Amaro - Jd. Luso","3","0082BA","FFFFFF"
"N635-11","1","N635-11","Term. Grajaú - Jd. Gaivotas","3","0082BA","FFFFFF"
"N636-11","1","N636-11","Term. Grajaú - Jd. Noronha","3","0082BA","FFFFFF"
"N637-11","1","N637-11","Metrô Jabaquara - Vl. Missionária","3","0082BA","FFFFFF"
"N638-11","1","N638-11","Term. Grajaú - Unisa","3","0082BA","FFFFFF"
"N639-11","1","N639-11","Term. Grajaú - Vargem Grande","3","0082BA","FFFFFF"
"N640-11","1","N640-11","Term. Sto. Amaro - Eldorado","3","0082BA","FFFFFF"
"N701-11","1","N701-11","Term. Sto. Amaro - Term. Pq. D. Pedro Ii","3","782F40","FFFFFF"
"N702-11","1","N702-11","Term. Sto. Amaro - Term. Pq. D. Pedro Ii","3","782F40","FFFFFF"
"N703-11","1","N703-11","Term. Jd. âNgela - Term. Sto. Amaro","3","782F40","FFFFFF"
"N704-11","1","N704-11","Term. Capelinha - Term. Sto. Amaro","3","782F40","FFFFFF"
"N705-11","1","N705-11","Term. Sto. Amaro - Term. Pinheiros","3","782F40","FFFFFF"
"N706-11","1","N706-11","Term. Campo Limpo - Term. Pinheiros","3","782F40","FFFFFF"
"N731-11","1","N731-11","Term. Capelinha - Term. Sto. Amaro","3","782F40","FFFFFF"
"N732-11","1","N732-11","Term. Jd. âNgela - Term. Jd. Jacira","3","782F40","FFFFFF"
"N733-11","1","N733-11","Term. Jd. âNgela - Vl. Gilda","3","782F40","FFFFFF"
"N734-11","1","N734-11","Term. Capelinha - Valo Velho","3","782F40","FFFFFF"
"N735-11","1","N735-11","Term. Capelinha - Jd. Guarujá","3","782F40","FFFFFF"
"N736-11","1","N736-11","Term. Jd. âNgela - Jd. Horizonte Azul","3","782F40","FFFFFF"
"N737-11","1","N737-11","Term. Jd. âNgela - Pq. Do Lago","3","782F40","FFFFFF"
"N738-11","1","N738-11","Term. Guarapiranga - Pq. Do Lago","3","782F40","FFFFFF"
"N739-11","1","N739-11","Term. Capelinha - Jd. Universal","3","782F40","FFFFFF"
"N740-11","1","N740-11","Term. Jd. âNgela - Jd. Riviera","3","782F40","FFFFFF"
"N741-11","1","N741-11","Term. Capelinha - Valo Velho","3","782F40","FFFFFF"
"N742-11","1","N742-11","Term. João Dias - Term. Pinheiros","3","782F40","FFFFFF"
"N743-11","1","N743-11","Term. João Dias - Jd. Planalto","3","782F40","FFFFFF"
"N744-11","1","N744-11","Term. João Dias - Jd. Vaz De Lima","3","782F40","FFFFFF"
"N745-11","1","N745-11","Term. Capelinha - Term. Campo Limpo","3","782F40","FFFFFF"
"N746-11","1","N746-11","Term. Campo Limpo - Jd. Irene","3","782F40","FFFFFF"
"N801-11","1","N801-11","Metrô Butantã - Term. Pq. D. Pedro Ii","3","FF671F","000000"
"N802-11","1","N802-11","Term. Pinheiros - Term. Pq. D. Pedro Ii","3","FF671F","000000"
"N831-11","1","N831-11","Term. Lapa - Pq. Da Lapa","3","FF671F","000000"
"N832-11","1","N832-11","Term. Lapa - Pq. Continental","3","FF671F","000000"
"N833-11","1","N833-11","Term. Pinheiros - Ceasa","3","FF671F","000000"
"N834-11","1","N834-11","Term. Lapa - Term. Pinheiros","3","FF671F","000000"
"N835-11","1","N835-11","Term. Pinheiros - Jd. João Xxiii","3","FF671F","000000"
"N836-11","1","N836-11","Term. Pinheiros - Pq. Continental","3","FF671F","000000"
"N837-11","1","N837-11","Term. João Dias - Cdhu Butantã","3","FF671F","000000"
"N838-11","1","N838-11","Metrô Vl. Madalena - Est. Leopoldina","3","FF671F","000000"
"N839-11","1","N839-11","Metrô Butantã - Metrô Vl. Mariana","3","FF671F","000000"
"N840-11","1","N840-11","Term. Vl. Mariana - Sta. Cecília","3","FF671F","000000"
"N841-11","1","N841-11","Term. Vl. Mariana - Sta. Cecília","3","FF671F","000000"
"N842-11","1","N842-11","Term. Pinheiros - Cohab Raposo Tavares","3","FF671F","000000"
"N843-11","1","N843-11","Term. Capelinha - Pq. Arariba","3","FF671F","000000"
